Job Title,Experience,location,Work Type,Company Size,Qualifications,salary_avg,exp_category
systems engineer,5 to 12 Years,Skopje,Intern,Medium,BA,84000.0,Mid (3-5 yrs)
financial advisor,5 to 13 Years,Kyiv (also known as Kiev),Temporary,Small,BCA,92000.0,Mid (3-5 yrs)
investment analyst,0 to 14 Years,Seoul,Full-Time,Large,PhD,82500.0,Fresher (0 yrs)
ux/ui designer,3 to 15 Years,Kampala,Contract,Enterprise,BA,80500.0,Mid (3-5 yrs)
marketing analyst,5 to 9 Years,Tegucigalpa,Intern,Small,MBA,74500.0,Mid (3-5 yrs)
interior designer,3 to 12 Years,Willemstad,Full-Time,Medium,MBA,88000.0,Mid (3-5 yrs)
marketing director,2 to 9 Years,Tokyo,Full-Time,Small,BBA,77500.0,Junior (1-2 yrs)
architectural designer,4 to 11 Years,Lisbon,Contract,Large,B.Com,81500.0,Mid (3-5 yrs)
structural engineer,3 to 15 Years,Pretoria,Part-Time,Small,M.Tech,86500.0,Mid (3-5 yrs)
speech therapist,3 to 12 Years,Brussels,Intern,Large,BBA,75000.0,Mid (3-5 yrs)
architect,0 to 8 Years,Khartoum,Full-Time,Small,PhD,90500.0,Fresher (0 yrs)
seo analyst,4 to 8 Years,George Town,Intern,Large,MBA,90500.0,Mid (3-5 yrs)
ux/ui designer,2 to 12 Years,Kinshasa,Part-Time,Small,M.Com,78000.0,Junior (1-2 yrs)
software developer,0 to 11 Years,Vientiane,Full-Time,Small,B.Tech,90000.0,Fresher (0 yrs)
office manager,4 to 8 Years,Bratislava,Full-Time,Medium,BA,72000.0,Mid (3-5 yrs)
network technician,3 to 10 Years,Riyadh,Part-Time,Enterprise,BCA,91000.0,Mid (3-5 yrs)
civil engineer,4 to 12 Years,Yaounde,Intern,Large,M.Com,77500.0,Mid (3-5 yrs)
teacher,3 to 8 Years,Windhoek,Temporary,Enterprise,MBA,74000.0,Mid (3-5 yrs)
data engineer,5 to 14 Years,LomÃ©,Contract,Small,B.Tech,82000.0,Mid (3-5 yrs)
operations manager,4 to 13 Years,Manila,Part-Time,Enterprise,BBA,74500.0,Mid (3-5 yrs)
customer success manager,3 to 9 Years,"Capitol Hill, Saipan",Contract,Small,PhD,86000.0,Mid (3-5 yrs)
sem specialist,1 to 13 Years,Yaren District (de facto),Full-Time,Medium,PhD,75500.0,Junior (1-2 yrs)
procurement specialist,1 to 14 Years,Nur-Sultan,Contract,Medium,B.Tech,69500.0,Junior (1-2 yrs)
sales manager,0 to 11 Years,Moscow,Full-Time,Large,PhD,91500.0,Fresher (0 yrs)
software developer,3 to 14 Years,Mogadishu,Full-Time,Medium,M.Com,81000.0,Mid (3-5 yrs)
digital marketing specialist,4 to 14 Years,Douglas,Intern,Small,B.Com,72000.0,Mid (3-5 yrs)
ux/ui designer,0 to 15 Years,Jerusalem,Full-Time,Medium,MBA,68500.0,Fresher (0 yrs)
ux/ui designer,3 to 13 Years,New Delhi,Temporary,Small,BBA,77500.0,Mid (3-5 yrs)
front-end developer,1 to 12 Years,Suva,Intern,Small,BA,75500.0,Junior (1-2 yrs)
art teacher,5 to 12 Years,Sucre (de jure),Temporary,Small,M.Com,83500.0,Mid (3-5 yrs)
social media manager,2 to 14 Years,Port Moresby,Temporary,Enterprise,BA,90500.0,Junior (1-2 yrs)
ui developer,4 to 9 Years,Bridgetown,Part-Time,Large,M.Com,77500.0,Mid (3-5 yrs)
process engineer,1 to 13 Years,Funafuti,Temporary,Small,B.Tech,78500.0,Junior (1-2 yrs)
product designer,0 to 8 Years,Cairo,Intern,Medium,M.Tech,84000.0,Fresher (0 yrs)
pediatrician,5 to 13 Years,Baku,Intern,Large,M.Com,76500.0,Mid (3-5 yrs)
wedding planner,4 to 10 Years,Tashkent,Contract,Small,MCA,72500.0,Mid (3-5 yrs)
procurement specialist,4 to 8 Years,Brasilia,Full-Time,Enterprise,B.Com,82500.0,Mid (3-5 yrs)
financial advisor,5 to 15 Years,Monrovia,Contract,Medium,BA,85000.0,Mid (3-5 yrs)
research analyst,0 to 8 Years,Thimphu,Temporary,Large,MCA,87500.0,Fresher (0 yrs)
public relations specialist,5 to 13 Years,Kinshasa,Intern,Large,BCA,70500.0,Mid (3-5 yrs)
data engineer,0 to 9 Years,Lilongwe,Part-Time,Small,M.Com,91500.0,Fresher (0 yrs)
network engineer,1 to 14 Years,Singapore,Full-Time,Small,BA,71500.0,Junior (1-2 yrs)
sales representative,5 to 9 Years,Kampala,Full-Time,Small,M.Com,92500.0,Mid (3-5 yrs)
legal advisor,4 to 12 Years,Belgrade,Contract,Small,MBA,90000.0,Mid (3-5 yrs)
veterinarian,4 to 14 Years,Male,Intern,Large,M.Tech,77500.0,Mid (3-5 yrs)
digital marketing specialist,2 to 9 Years,Ngerulmud,Part-Time,Medium,M.Com,72500.0,Junior (1-2 yrs)
office manager,2 to 12 Years,Ankara,Contract,Enterprise,PhD,80500.0,Junior (1-2 yrs)
web designer,3 to 13 Years,Riyadh,Temporary,Enterprise,MCA,89500.0,Mid (3-5 yrs)
project manager,0 to 9 Years,Tirana,Contract,Small,BCA,75000.0,Fresher (0 yrs)
account manager,1 to 14 Years,Dili,Intern,Medium,PhD,88500.0,Junior (1-2 yrs)
sales representative,4 to 11 Years,Bangui,Temporary,Medium,M.Tech,86500.0,Mid (3-5 yrs)
data entry clerk,1 to 11 Years,Thimphu,Full-Time,Medium,M.Com,73500.0,Junior (1-2 yrs)
pediatrician,0 to 12 Years,"Malabo (de jure),",Intern,Small,M.Tech,80000.0,Fresher (0 yrs)
process engineer,4 to 9 Years,Cairo,Part-Time,Large,MCA,91000.0,Mid (3-5 yrs)
pediatrician,5 to 8 Years,Ljubljana,Contract,Enterprise,BBA,76500.0,Mid (3-5 yrs)
it support specialist,1 to 11 Years,Cockburn Town,Full-Time,Enterprise,PhD,89000.0,Junior (1-2 yrs)
substance abuse counselor,4 to 12 Years,Yamoussoukro,Temporary,Small,M.Tech,83500.0,Mid (3-5 yrs)
marketing manager,2 to 12 Years,Vaduz,Part-Time,Enterprise,BA,87000.0,Junior (1-2 yrs)
executive assistant,4 to 8 Years,Willemstad,Full-Time,Medium,M.Com,94000.0,Mid (3-5 yrs)
ux/ui designer,4 to 8 Years,"Washington, D.C.",Temporary,Medium,PhD,86500.0,Mid (3-5 yrs)
research analyst,3 to 15 Years,City of Baghdad,Temporary,Enterprise,MCA,74500.0,Mid (3-5 yrs)
sales representative,3 to 15 Years,Ouagadougou,Contract,Medium,M.Tech,87000.0,Mid (3-5 yrs)
project coordinator,1 to 9 Years,Nairobi,Part-Time,Enterprise,MBA,74000.0,Junior (1-2 yrs)
psychologist,4 to 9 Years,Muscat,Intern,Medium,BCA,82000.0,Mid (3-5 yrs)
marketing manager,0 to 10 Years,San Juan,Full-Time,Enterprise,BA,81000.0,Fresher (0 yrs)
environmental engineer,5 to 9 Years,Kuwait City,Contract,Enterprise,BCA,76500.0,Mid (3-5 yrs)
occupational therapist,3 to 13 Years,Praia,Contract,Large,B.Tech,93500.0,Mid (3-5 yrs)
investment banker,0 to 8 Years,Freetown,Intern,Small,B.Tech,92500.0,Fresher (0 yrs)
front-end developer,1 to 12 Years,Suva,Part-Time,Small,PhD,84000.0,Junior (1-2 yrs)
hr manager,0 to 11 Years,Freetown,Full-Time,Medium,BA,89000.0,Fresher (0 yrs)
ux/ui designer,2 to 15 Years,Saint John's,Part-Time,Enterprise,MCA,77000.0,Junior (1-2 yrs)
social media coordinator,4 to 10 Years,Tegucigalpa,Intern,Small,B.Tech,92000.0,Mid (3-5 yrs)
social media coordinator,3 to 12 Years,Manila,Part-Time,Enterprise,BA,91000.0,Mid (3-5 yrs)
brand manager,5 to 12 Years,Moscow,Contract,Medium,B.Com,75500.0,Mid (3-5 yrs)
architectural designer,4 to 12 Years,Vaduz,Contract,Enterprise,BBA,81000.0,Mid (3-5 yrs)
research analyst,0 to 13 Years,Moroni,Contract,Large,B.Com,87500.0,Fresher (0 yrs)
financial analyst,0 to 10 Years,Dushanbe,Temporary,Medium,M.Com,92500.0,Fresher (0 yrs)
wedding planner,4 to 15 Years,Brazzaville,Intern,Medium,MBA,70500.0,Mid (3-5 yrs)
network administrator,1 to 15 Years,Nassau,Full-Time,Large,B.Com,78500.0,Junior (1-2 yrs)
it manager,1 to 8 Years,Lisbon,Intern,Large,B.Com,78000.0,Junior (1-2 yrs)
account executive,2 to 15 Years,Algiers,Part-Time,Small,B.Tech,92500.0,Junior (1-2 yrs)
dental hygienist,0 to 11 Years,Andorra la Vella,Intern,Small,MBA,79500.0,Fresher (0 yrs)
ux/ui designer,4 to 12 Years,Papeete,Part-Time,Large,PhD,88500.0,Mid (3-5 yrs)
mechanical designer,0 to 10 Years,Lusaka,Temporary,Medium,B.Tech,78500.0,Fresher (0 yrs)
occupational therapist,1 to 8 Years,Santo Domingo,Intern,Large,BBA,76000.0,Junior (1-2 yrs)
qa analyst,0 to 10 Years,Yaounde,Full-Time,Enterprise,M.Tech,87000.0,Fresher (0 yrs)
project manager,2 to 15 Years,Vaduz,Temporary,Enterprise,PhD,76500.0,Junior (1-2 yrs)
procurement manager,5 to 8 Years,Hagatna,Contract,Small,BCA,72500.0,Mid (3-5 yrs)
social media coordinator,3 to 10 Years,Andorra la Vella,Full-Time,Medium,MCA,81500.0,Mid (3-5 yrs)
nurse manager,4 to 9 Years,Freetown,Temporary,Large,PhD,92500.0,Mid (3-5 yrs)
data analyst,5 to 8 Years,Budapest,Temporary,Medium,BBA,73000.0,Mid (3-5 yrs)
network administrator,5 to 15 Years,Kabul,Temporary,Enterprise,BA,77500.0,Mid (3-5 yrs)
nurse practitioner,0 to 11 Years,Philipsburg,Full-Time,Small,PhD,72000.0,Fresher (0 yrs)
dental hygienist,4 to 10 Years,Khartoum,Temporary,Small,M.Tech,74000.0,Mid (3-5 yrs)
data scientist,2 to 12 Years,George Town,Contract,Enterprise,M.Tech,89000.0,Junior (1-2 yrs)
structural engineer,2 to 15 Years,Macao,Part-Time,Medium,BA,68500.0,Junior (1-2 yrs)
systems analyst,3 to 8 Years,Vilnius,Full-Time,Medium,BCA,78500.0,Mid (3-5 yrs)
web developer,2 to 14 Years,Damascus,Full-Time,Enterprise,PhD,70500.0,Junior (1-2 yrs)
java developer,5 to 11 Years,Tehran,Full-Time,Small,B.Tech,94500.0,Mid (3-5 yrs)
network administrator,0 to 8 Years,Ashgabat,Part-Time,Small,B.Com,89500.0,Fresher (0 yrs)
dental hygienist,1 to 15 Years,Nassau,Part-Time,Small,PhD,85500.0,Junior (1-2 yrs)
network security specialist,0 to 8 Years,Banjul,Full-Time,Enterprise,M.Com,93500.0,Fresher (0 yrs)
systems analyst,5 to 8 Years,Yerevan,Part-Time,Large,MBA,78000.0,Mid (3-5 yrs)
architect,3 to 9 Years,Tegucigalpa,Full-Time,Medium,B.Com,69000.0,Mid (3-5 yrs)
procurement specialist,1 to 14 Years,Rabat,Temporary,Small,MBA,80500.0,Junior (1-2 yrs)
software engineer,0 to 11 Years,San Juan,Full-Time,Medium,MCA,73500.0,Fresher (0 yrs)
digital marketing specialist,3 to 9 Years,Lusaka,Temporary,Enterprise,BA,81500.0,Mid (3-5 yrs)
interior designer,1 to 13 Years,"Washington, D.C.",Full-Time,Medium,BA,85500.0,Junior (1-2 yrs)
brand manager,0 to 14 Years,Tehran,Part-Time,Large,BA,73000.0,Fresher (0 yrs)
investment banker,3 to 13 Years,Lusaka,Full-Time,Medium,BA,90000.0,Mid (3-5 yrs)
hr generalist,1 to 10 Years,Helsinki,Intern,Small,MCA,92500.0,Junior (1-2 yrs)
database administrator,2 to 12 Years,Stockholm,Contract,Small,MBA,90000.0,Junior (1-2 yrs)
financial analyst,2 to 15 Years,Pretoria,Temporary,Medium,B.Com,87000.0,Junior (1-2 yrs)
operations manager,0 to 9 Years,Yaounde,Contract,Small,B.Com,75000.0,Fresher (0 yrs)
event coordinator,2 to 9 Years,Muscat,Temporary,Enterprise,BA,88500.0,Junior (1-2 yrs)
sales representative,4 to 11 Years,Minsk,Intern,Large,M.Tech,75000.0,Mid (3-5 yrs)
operations manager,3 to 13 Years,Islamabad,Contract,Small,M.Com,85000.0,Mid (3-5 yrs)
marketing director,3 to 10 Years,San Salvador,Intern,Enterprise,M.Tech,73500.0,Mid (3-5 yrs)
social media manager,5 to 15 Years,Damascus,Contract,Medium,B.Tech,71500.0,Mid (3-5 yrs)
event manager,3 to 11 Years,Ngerulmud,Temporary,Large,BCA,94000.0,Mid (3-5 yrs)
seo specialist,2 to 15 Years,Kabul,Contract,Large,B.Com,75500.0,Junior (1-2 yrs)
nurse manager,5 to 9 Years,Paramaribo,Full-Time,Enterprise,BCA,88000.0,Mid (3-5 yrs)
software engineer,3 to 11 Years,Gibraltar,Full-Time,Enterprise,MBA,93000.0,Mid (3-5 yrs)
ux/ui designer,1 to 15 Years,Sucre (de jure),Intern,Small,PhD,73000.0,Junior (1-2 yrs)
administrative assistant,4 to 11 Years,Abuja,Intern,Enterprise,MCA,87500.0,Mid (3-5 yrs)
accountant,0 to 8 Years,Saint John's,Part-Time,Large,MBA,71000.0,Fresher (0 yrs)
finance manager,3 to 13 Years,Georgetown,Contract,Large,M.Com,90000.0,Mid (3-5 yrs)
speech therapist,2 to 14 Years,George Town,Temporary,Medium,MBA,85000.0,Junior (1-2 yrs)
civil engineer,0 to 10 Years,Santiago,Contract,Medium,M.Com,86000.0,Fresher (0 yrs)
marketing coordinator,2 to 9 Years,Oslo,Full-Time,Large,M.Com,83000.0,Junior (1-2 yrs)
financial advisor,5 to 12 Years,Zagreb,Contract,Medium,M.Com,81000.0,Mid (3-5 yrs)
marketing director,5 to 11 Years,Conakry,Intern,Small,B.Com,70000.0,Mid (3-5 yrs)
web designer,0 to 10 Years,Lilongwe,Contract,Medium,B.Tech,77500.0,Fresher (0 yrs)
human resources manager,3 to 12 Years,Macao,Full-Time,Medium,BA,83000.0,Mid (3-5 yrs)
electrical designer,4 to 9 Years,Ashgabat,Temporary,Small,BCA,83500.0,Mid (3-5 yrs)
systems analyst,1 to 8 Years,Kingston,Temporary,Large,BCA,81000.0,Junior (1-2 yrs)
legal secretary,5 to 12 Years,Brussels,Intern,Large,M.Com,97500.0,Mid (3-5 yrs)
aerospace engineer,0 to 12 Years,Conakry,Temporary,Small,MCA,74000.0,Fresher (0 yrs)
software tester,4 to 14 Years,Luxembourg,Temporary,Enterprise,BCA,82500.0,Mid (3-5 yrs)
systems analyst,5 to 9 Years,Accra,Full-Time,Medium,MBA,83000.0,Mid (3-5 yrs)
investment banker,3 to 10 Years,Asmara,Intern,Enterprise,M.Com,80000.0,Mid (3-5 yrs)
project manager,3 to 15 Years,Dodoma,Temporary,Large,BCA,86500.0,Mid (3-5 yrs)
procurement manager,1 to 8 Years,Libreville,Temporary,Large,B.Com,93500.0,Junior (1-2 yrs)
pharmaceutical sales representative,1 to 14 Years,Phnom Penh,Contract,Enterprise,MCA,78500.0,Junior (1-2 yrs)
teacher,5 to 11 Years,Nouakchott,Full-Time,Large,M.Com,88000.0,Mid (3-5 yrs)
qa analyst,4 to 8 Years,Mbabane,Intern,Medium,BCA,94000.0,Mid (3-5 yrs)
executive assistant,1 to 12 Years,Noumea,Part-Time,Enterprise,B.Tech,79000.0,Junior (1-2 yrs)
network engineer,3 to 13 Years,Valletta,Intern,Enterprise,MBA,69000.0,Mid (3-5 yrs)
mechanical designer,1 to 14 Years,Ankara,Part-Time,Large,B.Tech,75000.0,Junior (1-2 yrs)
research analyst,0 to 12 Years,Monaco,Contract,Small,M.Tech,77000.0,Fresher (0 yrs)
data entry clerk,4 to 13 Years,Pretoria,Contract,Medium,BCA,68500.0,Mid (3-5 yrs)
litigation attorney,1 to 14 Years,Bissau,Full-Time,Large,MCA,78500.0,Junior (1-2 yrs)
it manager,2 to 15 Years,Apia,Contract,Small,BCA,93500.0,Junior (1-2 yrs)
executive assistant,3 to 15 Years,Andorra la Vella,Part-Time,Medium,B.Com,81500.0,Mid (3-5 yrs)
quality assurance analyst,0 to 11 Years,Cairo,Intern,Medium,BBA,75000.0,Fresher (0 yrs)
procurement manager,4 to 12 Years,Nouakchott,Temporary,Small,BBA,80500.0,Mid (3-5 yrs)
software tester,5 to 8 Years,San Salvador,Temporary,Medium,MCA,75500.0,Mid (3-5 yrs)
investment analyst,2 to 8 Years,Port of Spain,Intern,Enterprise,BA,76500.0,Junior (1-2 yrs)
network engineer,0 to 15 Years,Nassau,Contract,Small,B.Tech,90000.0,Fresher (0 yrs)
art director,2 to 12 Years,Palikir,Intern,Medium,PhD,81000.0,Junior (1-2 yrs)
ux/ui designer,5 to 14 Years,George Town,Contract,Large,M.Tech,80000.0,Mid (3-5 yrs)
architect,4 to 12 Years,Suva,Contract,Large,M.Com,92500.0,Mid (3-5 yrs)
supply chain manager,0 to 10 Years,Nassau,Contract,Medium,M.Tech,87000.0,Fresher (0 yrs)
interior designer,0 to 13 Years,Amsterdam,Temporary,Enterprise,BBA,79500.0,Fresher (0 yrs)
operations manager,2 to 12 Years,Canberra,Part-Time,Medium,BA,93000.0,Junior (1-2 yrs)
financial analyst,0 to 9 Years,Oranjestad,Full-Time,Medium,BBA,84500.0,Fresher (0 yrs)
administrative assistant,2 to 10 Years,Tokyo,Temporary,Enterprise,BCA,83000.0,Junior (1-2 yrs)
brand ambassador,2 to 12 Years,Basseterre,Intern,Medium,B.Tech,88000.0,Junior (1-2 yrs)
network engineer,2 to 12 Years,Skopje,Part-Time,Large,MCA,78000.0,Junior (1-2 yrs)
account executive,1 to 14 Years,Djibouti (city),Temporary,Large,MCA,77500.0,Junior (1-2 yrs)
financial advisor,5 to 11 Years,Ljubljana,Temporary,Enterprise,B.Tech,85000.0,Mid (3-5 yrs)
systems administrator,3 to 9 Years,Bern,Temporary,Enterprise,MCA,79000.0,Mid (3-5 yrs)
executive assistant,3 to 9 Years,San Jose,Full-Time,Large,BA,85000.0,Mid (3-5 yrs)
environmental consultant,1 to 9 Years,Rabat,Contract,Large,BCA,72500.0,Junior (1-2 yrs)
purchasing agent,2 to 9 Years,Dublin,Full-Time,Small,M.Tech,93000.0,Junior (1-2 yrs)
account manager,3 to 11 Years,Marigot,Contract,Large,BA,86500.0,Mid (3-5 yrs)
network security specialist,0 to 8 Years,Dodoma,Temporary,Medium,BCA,90500.0,Fresher (0 yrs)
ux/ui designer,4 to 15 Years,Windhoek,Contract,Enterprise,B.Com,71500.0,Mid (3-5 yrs)
operations manager,4 to 12 Years,Tarawa,Full-Time,Medium,MBA,88500.0,Mid (3-5 yrs)
it manager,5 to 12 Years,AsunciÃ³n,Temporary,Medium,PhD,92000.0,Mid (3-5 yrs)
business development manager,5 to 10 Years,Windhoek,Full-Time,Enterprise,B.Tech,89500.0,Mid (3-5 yrs)
email marketing specialist,2 to 14 Years,Basseterre,Intern,Medium,M.Tech,76000.0,Junior (1-2 yrs)
supply chain manager,3 to 15 Years,Kingstown,Intern,Enterprise,BCA,71500.0,Mid (3-5 yrs)
architect,0 to 13 Years,Prague,Full-Time,Medium,MBA,78500.0,Fresher (0 yrs)
event coordinator,0 to 10 Years,Gaza,Intern,Large,BCA,77000.0,Fresher (0 yrs)
aerospace engineer,2 to 15 Years,Douglas,Temporary,Small,MCA,91000.0,Junior (1-2 yrs)
hr generalist,2 to 13 Years,Male,Full-Time,Medium,BBA,75000.0,Junior (1-2 yrs)
operations manager,3 to 9 Years,Tbilisi,Full-Time,Small,B.Tech,88000.0,Mid (3-5 yrs)
project coordinator,5 to 8 Years,Nur-Sultan,Full-Time,Medium,BA,95000.0,Mid (3-5 yrs)
financial advisor,0 to 10 Years,Philipsburg,Part-Time,Small,BBA,92500.0,Fresher (0 yrs)
ui developer,2 to 8 Years,Lilongwe,Contract,Small,BBA,94500.0,Junior (1-2 yrs)
systems administrator,0 to 13 Years,Tashkent,Contract,Medium,M.Com,80000.0,Fresher (0 yrs)
electrical designer,3 to 10 Years,Gaborone,Contract,Enterprise,M.Com,83500.0,Mid (3-5 yrs)
litigation attorney,4 to 11 Years,Harare,Temporary,Small,BA,83000.0,Mid (3-5 yrs)
sales manager,3 to 8 Years,Moscow,Contract,Small,BBA,82000.0,Mid (3-5 yrs)
systems administrator,0 to 9 Years,Bangkok,Intern,Small,M.Tech,78500.0,Fresher (0 yrs)
purchasing agent,1 to 13 Years,Tripoli,Full-Time,Small,M.Tech,77500.0,Junior (1-2 yrs)
hr generalist,4 to 13 Years,Tbilisi,Temporary,Small,BBA,84500.0,Mid (3-5 yrs)
account executive,5 to 11 Years,Rabat,Part-Time,Small,PhD,80000.0,Mid (3-5 yrs)
financial planner,4 to 13 Years,"Malabo (de jure),",Full-Time,Small,BCA,74000.0,Mid (3-5 yrs)
hr manager,5 to 12 Years,Ottawa,Contract,Enterprise,M.Com,88000.0,Mid (3-5 yrs)
content writer,0 to 14 Years,Addis Ababa,Temporary,Medium,BA,83500.0,Fresher (0 yrs)
physician assistant,5 to 15 Years,Lilongwe,Part-Time,Enterprise,BCA,75500.0,Mid (3-5 yrs)
civil engineer,3 to 10 Years,Naypyidaw,Contract,Enterprise,BBA,76500.0,Mid (3-5 yrs)
procurement specialist,3 to 13 Years,Macao,Intern,Medium,MBA,83500.0,Mid (3-5 yrs)
operations manager,1 to 10 Years,Hanoi,Part-Time,Small,MCA,84500.0,Junior (1-2 yrs)
systems administrator,4 to 13 Years,Copenhagen,Part-Time,Enterprise,MCA,84500.0,Mid (3-5 yrs)
ux/ui designer,2 to 13 Years,Dublin,Intern,Medium,M.Com,85500.0,Junior (1-2 yrs)
procurement manager,0 to 15 Years,Hanoi,Intern,Large,B.Com,72000.0,Fresher (0 yrs)
customer support specialist,0 to 12 Years,Paris,Intern,Enterprise,BCA,75500.0,Fresher (0 yrs)
electrical engineer,4 to 11 Years,Thimphu,Temporary,Large,B.Com,90000.0,Mid (3-5 yrs)
supply chain manager,0 to 12 Years,Castries,Temporary,Large,BBA,80000.0,Fresher (0 yrs)
electrical engineer,1 to 15 Years,Palikir,Full-Time,Medium,PhD,78000.0,Junior (1-2 yrs)
legal secretary,2 to 11 Years,Funafuti,Full-Time,Large,PhD,77000.0,Junior (1-2 yrs)
systems administrator,1 to 14 Years,Yamoussoukro,Temporary,Enterprise,PhD,93500.0,Junior (1-2 yrs)
data analyst,1 to 11 Years,San Juan,Intern,Small,BA,77000.0,Junior (1-2 yrs)
dental hygienist,2 to 13 Years,Paris,Temporary,Enterprise,M.Tech,71500.0,Junior (1-2 yrs)
accountant,3 to 8 Years,New Delhi,Intern,Enterprise,M.Tech,89500.0,Mid (3-5 yrs)
data analyst,1 to 9 Years,Caracas,Full-Time,Medium,MBA,77500.0,Junior (1-2 yrs)
front-end engineer,2 to 11 Years,Kyiv (also known as Kiev),Part-Time,Small,PhD,84000.0,Junior (1-2 yrs)
hr manager,1 to 9 Years,Zagreb,Contract,Medium,M.Tech,87000.0,Junior (1-2 yrs)
electrical engineer,0 to 9 Years,Bern,Intern,Large,M.Tech,73500.0,Fresher (0 yrs)
qa analyst,1 to 10 Years,Gibraltar,Full-Time,Enterprise,BA,84500.0,Junior (1-2 yrs)
digital marketing specialist,1 to 11 Years,Islamabad,Temporary,Small,MCA,75000.0,Junior (1-2 yrs)
investment banker,4 to 12 Years,Helsinki,Contract,Enterprise,B.Com,92500.0,Mid (3-5 yrs)
procurement specialist,4 to 14 Years,Moroni,Full-Time,Enterprise,BBA,78500.0,Mid (3-5 yrs)
technical writer,1 to 15 Years,Kinshasa,Temporary,Large,BBA,81500.0,Junior (1-2 yrs)
marketing manager,1 to 15 Years,Honiara,Part-Time,Medium,PhD,76000.0,Junior (1-2 yrs)
marketing analyst,0 to 15 Years,Lima,Intern,Medium,MCA,79000.0,Fresher (0 yrs)
network technician,1 to 10 Years,Ulaanbaatar,Intern,Small,BBA,73000.0,Junior (1-2 yrs)
technical writer,1 to 14 Years,Amman,Intern,Enterprise,BA,83000.0,Junior (1-2 yrs)
ux/ui designer,3 to 10 Years,Sofia,Contract,Small,B.Com,89000.0,Mid (3-5 yrs)
it support specialist,5 to 11 Years,Santiago,Full-Time,Large,B.Tech,77500.0,Mid (3-5 yrs)
procurement manager,1 to 12 Years,Maseru,Full-Time,Large,MBA,75500.0,Junior (1-2 yrs)
systems administrator,3 to 9 Years,Bishkek,Full-Time,Enterprise,BCA,74500.0,Mid (3-5 yrs)
hr generalist,2 to 13 Years,Port Moresby,Intern,Large,B.Com,87000.0,Junior (1-2 yrs)
sales manager,1 to 15 Years,Vilnius,Full-Time,Large,BCA,92000.0,Junior (1-2 yrs)
veterinarian,3 to 12 Years,Zagreb,Part-Time,Small,M.Com,78000.0,Mid (3-5 yrs)
data entry clerk,5 to 14 Years,Sanaa,Intern,Medium,M.Com,73000.0,Mid (3-5 yrs)
hr manager,3 to 11 Years,"Malabo (de jure),",Temporary,Small,B.Tech,76000.0,Mid (3-5 yrs)
customer service manager,2 to 8 Years,Copenhagen,Intern,Large,MBA,67500.0,Junior (1-2 yrs)
administrative assistant,5 to 11 Years,Libreville,Full-Time,Small,BCA,92000.0,Mid (3-5 yrs)
interior designer,1 to 11 Years,Damascus,Full-Time,Small,MCA,93000.0,Junior (1-2 yrs)
administrative assistant,0 to 11 Years,Dublin,Intern,Small,M.Com,75000.0,Fresher (0 yrs)
sem specialist,0 to 14 Years,George Town,Intern,Large,MBA,93500.0,Fresher (0 yrs)
interior designer,3 to 9 Years,Warsaw,Contract,Medium,M.Tech,85500.0,Mid (3-5 yrs)
nurse practitioner,3 to 15 Years,Nuku?alofa,Part-Time,Enterprise,B.Com,89500.0,Mid (3-5 yrs)
operations manager,5 to 8 Years,Dhaka,Temporary,Small,M.Tech,88500.0,Mid (3-5 yrs)
customer support specialist,1 to 9 Years,Male,Part-Time,Enterprise,BBA,82000.0,Junior (1-2 yrs)
network engineer,0 to 13 Years,Accra,Contract,Enterprise,B.Com,73000.0,Fresher (0 yrs)
family nurse practitioner,4 to 14 Years,Philipsburg,Full-Time,Medium,MBA,77500.0,Mid (3-5 yrs)
environmental engineer,5 to 15 Years,Addis Ababa,Part-Time,Large,M.Tech,90500.0,Mid (3-5 yrs)
financial advisor,0 to 9 Years,N'Djamena,Full-Time,Small,M.Com,71500.0,Fresher (0 yrs)
quality assurance analyst,5 to 15 Years,Stockholm,Contract,Medium,M.Tech,92500.0,Mid (3-5 yrs)
customer success manager,1 to 10 Years,Castries,Intern,Large,BA,88000.0,Junior (1-2 yrs)
chemical engineer,1 to 9 Years,Doha,Intern,Large,M.Com,84000.0,Junior (1-2 yrs)
qa analyst,2 to 12 Years,Asmara,Contract,Small,M.Com,81500.0,Junior (1-2 yrs)
ux/ui designer,2 to 15 Years,Noumea,Contract,Large,BA,71500.0,Junior (1-2 yrs)
procurement coordinator,4 to 15 Years,Bangui,Intern,Large,BBA,76500.0,Mid (3-5 yrs)
art director,0 to 10 Years,Ulaanbaatar,Contract,Large,MCA,96000.0,Fresher (0 yrs)
landscape architect,5 to 12 Years,Tripoli,Contract,Small,MBA,75500.0,Mid (3-5 yrs)
seo specialist,2 to 10 Years,Berlin,Temporary,Small,BA,80000.0,Junior (1-2 yrs)
veterinarian,1 to 14 Years,Baku,Full-Time,Large,BCA,70000.0,Junior (1-2 yrs)
web developer,2 to 13 Years,Addis Ababa,Full-Time,Small,M.Com,83000.0,Junior (1-2 yrs)
research scientist,0 to 11 Years,Bratislava,Part-Time,Small,MBA,84500.0,Fresher (0 yrs)
quality assurance analyst,1 to 15 Years,Monaco,Full-Time,Small,BBA,71500.0,Junior (1-2 yrs)
speech therapist,4 to 12 Years,The City of Hamilton,Part-Time,Small,B.Tech,86500.0,Mid (3-5 yrs)
